Survived,Pclass,Sex,Age,SibSp,Parch,Fare,is_Alone,Embarked,Fare_bin,Cabin_location,Family_size,Title,age_bin
0.0,3,0,28.0,0,0,9.5,1,S,medium,n,single,Mr,adult
1.0,1,1,22.0,0,1,55.0,0,S,high,E,medium,Miss,adult
0.0,2,1,38.0,0,0,13.0,1,S,medium,n,single,Miss,adult
1.0,3,1,24.0,0,0,7.8792,1,Q,cheap,n,single,Miss,adult
1.0,3,1,24.0,0,0,7.8792,1,Q,cheap,n,single,Miss,adult
0.0,3,0,40.0,1,4,27.9,0,S,medium,n,large,Mr,adult
0.0,2,0,29.0,1,0,27.7208,0,C,medium,n,medium,Mr,adult
0.0,3,1,45.0,0,1,14.4542,0,C,medium,n,medium,Mrs,adult
0.0,3,0,35.0,0,0,7.05,1,S,cheap,n,single,Mr,adult
0.0,3,0,40.0,1,0,15.5,0,Q,medium,n,medium,Mr,adult
0.0,3,0,30.0,0,0,7.25,1,S,cheap,n,single,Mr,adult
1.0,1,1,60.0,1,0,75.25,0,C,very_high,D,medium,Mrs,elderly
1.0,3,1,26.0,0,0,7.2292,1,C,cheap,n,single,Mrs,adult
1.0,3,1,24.0,0,0,7.75,1,Q,cheap,n,single,Miss,adult
1.0,1,1,24.0,0,0,69.3,1,C,high,B,single,Other_t,adult
1.0,1,0,25.0,1,0,55.4417,0,C,high,E,medium,Mr,adult
0.0,3,0,18.0,1,0,6.4958,0,S,cheap,n,medium,Mr,young
0.0,3,0,19.0,0,0,8.05,1,S,medium,n,single,Mr,young
0.0,1,0,22.0,0,0,135.6333,1,C,very_high,n,single,Mr,adult
0.0,3,1,3.0,3,1,21.075,0,S,medium,n,large,Miss,baby
1.0,1,1,40.0,1,0,82.1708,0,C,very_high,n,medium,Mrs,adult
1.0,3,1,22.0,0,0,7.25,1,S,cheap,n,single,Miss,adult
0.0,1,0,27.0,0,2,211.5,0,C,very_high,C,medium,Mr,adult
0.0,3,0,20.0,0,0,4.0125,1,C,cheap,n,single,Mr,young
0.0,3,0,19.0,0,0,7.775,1,S,cheap,n,single,Mr,young
1.0,1,1,42.0,0,0,227.525,1,C,very_high,n,single,Miss,adult
1.0,3,1,1.0,0,2,15.7417,0,C,medium,n,medium,Miss,baby
0.0,3,0,32.0,0,0,7.925,1,S,cheap,n,single,Mr,adult
1.0,1,1,35.0,1,0,52.0,0,S,high,n,medium,Mrs,adult
0.0,3,0,29.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
0.0,2,0,18.0,0,0,73.5,1,S,very_high,n,single,Mr,young
0.0,3,0,1.0,5,2,46.9,0,S,high,n,large,Master,baby
1.0,2,1,36.0,0,0,13.0,1,S,medium,n,single,Miss,adult
0.0,3,0,33.0,0,0,7.7292,1,Q,cheap,n,single,Mr,adult
1.0,2,1,17.0,0,0,12.0,1,C,medium,n,single,Miss,young
1.0,1,0,36.0,1,2,120.0,0,S,very_high,B,large,Mr,adult
1.0,3,0,21.0,0,0,7.7958,1,S,cheap,n,single,Mr,adult
0.0,3,0,28.0,2,0,7.925,0,S,cheap,n,medium,Mr,adult
1.0,1,1,23.0,1,0,113.275,0,C,very_high,D,medium,Miss,adult
1.0,3,1,24.0,0,2,16.7,0,S,medium,G,medium,Mrs,adult
0.0,3,0,22.0,0,0,7.7958,1,S,cheap,n,single,Mr,adult
0.0,3,1,31.0,0,0,7.8542,1,S,cheap,n,single,Miss,adult
0.0,2,0,46.0,0,0,26.0,1,S,medium,n,single,Mr,adult
0.0,2,0,23.0,0,0,10.5,1,S,medium,n,single,Dr,adult
1.0,2,1,28.0,0,0,12.65,1,S,medium,n,single,Mrs,adult
1.0,3,0,39.0,0,0,7.925,1,S,cheap,n,single,Mr,adult
0.0,3,0,26.0,0,0,8.05,1,S,medium,n,single,Mr,adult
0.0,3,1,21.0,1,0,9.825,0,S,medium,n,medium,Miss,adult
0.0,3,0,28.0,1,0,15.85,0,S,medium,n,medium,Mr,adult
0.0,3,1,20.0,0,0,8.6625,1,S,medium,n,single,Miss,young
0.0,2,0,34.0,1,0,21.0,0,S,medium,n,medium,Mr,adult
0.0,3,0,51.0,0,0,7.75,1,S,cheap,n,single,Mr,elderly
1.0,2,0,3.0,1,1,18.75,0,S,medium,n,medium,Master,baby
0.0,3,0,21.0,0,0,7.775,1,S,cheap,n,single,Mr,adult
0.0,3,1,18.0,3,1,25.4667,0,S,medium,n,large,Miss,young
0.0,3,0,29.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
0.0,3,0,33.0,0,0,6.8583,1,Q,cheap,n,single,Mr,adult
1.0,1,1,33.0,1,0,90.0,0,Q,very_high,C,medium,Miss,adult
0.0,2,0,30.0,0,0,0.0,1,S,cheap,n,single,Mr,adult
1.0,3,0,44.0,0,0,7.925,1,S,cheap,n,single,Mr,adult
0.0,3,1,26.0,0,0,8.05,1,S,medium,n,single,Mrs,adult
1.0,2,1,34.0,1,1,32.5,0,S,high,n,medium,Mrs,adult
1.0,2,1,18.0,0,2,13.0,0,S,medium,n,medium,Miss,young
0.0,2,0,30.0,0,0,13.0,1,S,medium,n,single,Mr,adult
0.0,3,1,10.0,0,2,24.15,0,S,medium,n,medium,Miss,baby
0.0,3,0,27.0,0,0,7.8958,1,C,cheap,n,single,Mr,adult
0.0,3,0,21.0,0,0,7.7333,1,Q,cheap,n,single,Mr,adult
0.0,3,0,29.0,0,0,7.875,1,S,cheap,n,single,Mr,adult
0.0,3,1,28.0,1,1,14.4,0,S,medium,n,medium,Mrs,adult
0.0,3,0,18.0,1,1,20.2125,0,S,medium,n,medium,Mr,young
0.0,3,0,29.0,0,0,7.25,1,S,cheap,n,single,Mr,adult
1.0,2,1,28.0,1,0,26.0,0,S,medium,n,medium,Mrs,adult
1.0,2,1,19.0,0,0,26.0,1,S,medium,n,single,Miss,young
0.0,3,0,33.0,0,0,7.75,1,Q,cheap,n,single,Mr,adult
1.0,3,0,32.0,0,0,8.05,1,S,medium,E,single,Mr,adult
1.0,1,0,28.0,0,0,26.55,1,S,medium,C,single,Mr,adult
1.0,3,1,22.0,1,0,16.1,0,S,medium,n,medium,Mrs,adult
1.0,2,1,42.0,1,0,26.0,0,S,medium,n,medium,Mrs,adult
0.0,3,0,17.0,0,0,7.125,1,S,cheap,n,single,Mr,young
0.0,1,0,50.0,1,0,55.9,0,S,high,E,medium,Mr,adult
1.0,1,1,14.0,1,2,120.0,0,S,very_high,B,large,Miss,young
0.0,3,1,21.0,2,2,34.375,0,S,high,n,large,Miss,adult
1.0,2,1,24.0,2,3,18.75,0,S,medium,n,large,Mrs,adult
0.0,1,0,64.0,1,4,263.0,0,S,very_high,C,large,Mr,elderly
0.0,2,0,31.0,0,0,10.5,1,S,medium,n,single,Mr,adult
1.0,2,1,45.0,1,1,26.25,0,S,medium,n,medium,Mrs,adult
0.0,3,0,20.0,0,0,9.5,1,S,medium,n,single,Mr,young
0.0,3,0,25.0,1,0,7.775,0,S,cheap,n,medium,Mr,adult
1.0,2,1,28.0,0,0,13.0,1,S,medium,n,single,Miss,adult
1.0,3,0,27.0,0,0,8.1125,1,S,medium,n,single,Mr,adult
1.0,1,0,4.0,0,2,81.8583,0,S,very_high,A,medium,Master,baby
1.0,2,1,13.0,0,1,19.5,0,S,medium,n,medium,Miss,young
1.0,1,0,34.0,0,0,26.55,1,S,medium,n,single,Mr,adult
1.0,3,1,5.0,2,1,19.2583,0,C,medium,n,large,Miss,baby
1.0,1,0,52.0,0,0,30.5,1,S,medium,C,single,Major,elderly
0.0,2,0,36.0,1,2,27.75,0,S,medium,n,large,Mr,adult
0.0,3,0,23.0,1,0,19.9667,0,S,medium,n,medium,Mr,adult
0.0,1,0,30.0,0,0,27.75,1,C,medium,C,single,Mr,adult
1.0,1,0,49.0,1,0,89.1042,0,C,very_high,C,medium,Mr,adult
0.0,3,0,27.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,3,0,29.0,0,0,7.8958,1,C,cheap,n,single,Mr,adult
0.0,1,0,65.0,0,0,26.55,1,S,medium,E,single,Mr,elderly
1.0,1,1,35.0,1,0,51.8625,0,S,high,D,medium,Mrs,adult
1.0,2,1,50.0,0,0,10.5,1,S,medium,n,single,Miss,adult
0.0,3,0,33.0,0,0,7.75,1,Q,cheap,n,single,Mr,adult
1.0,1,0,48.0,0,0,26.55,1,S,medium,E,single,Mr,adult
0.0,3,0,34.0,0,0,8.05,1,S,medium,n,single,Mr,adult
0.0,1,0,47.0,0,0,38.5,1,S,high,E,single,Mr,adult
0.0,2,0,48.0,0,0,13.0,1,S,medium,n,single,Mr,adult
0.0,3,0,27.0,0,0,8.05,1,S,medium,n,single,Mr,adult
0.0,3,0,38.0,0,0,7.05,1,S,cheap,n,single,Mr,adult
0.0,2,0,30.0,0,0,0.0,1,S,cheap,n,single,Mr,adult
0.0,1,0,56.0,0,0,26.55,1,S,medium,n,single,Mr,elderly
0.0,3,0,33.0,0,0,7.725,1,Q,cheap,n,single,Mr,adult
1.0,3,1,1.0,2,1,19.2583,0,C,medium,n,large,Miss,baby
0.0,3,0,29.0,0,0,7.25,1,S,cheap,n,single,Mr,adult
0.0,3,0,38.0,0,0,8.6625,1,S,medium,n,single,Mr,adult
1.0,2,1,33.0,1,2,27.75,0,S,medium,n,large,Mrs,adult
1.0,2,1,23.0,0,0,13.7917,1,C,medium,D,single,Mrs,adult
0.0,3,1,22.0,0,0,9.8375,1,S,medium,n,single,Miss,adult
0.0,1,0,43.0,0,0,52.0,1,S,high,A,single,Mr,adult
0.0,2,0,34.0,1,0,21.0,0,S,medium,n,medium,Mr,adult
0.0,3,0,29.0,1,0,7.0458,0,S,cheap,n,medium,Mr,adult
0.0,3,0,22.0,0,0,7.5208,1,S,cheap,n,single,Mr,adult
1.0,3,1,2.0,0,1,12.2875,0,S,medium,n,medium,Miss,baby
0.0,3,0,9.0,5,2,46.9,0,S,high,n,large,Master,baby
0.0,2,0,30.0,0,0,0.0,1,S,cheap,n,single,Mr,adult
0.0,3,0,50.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,3,1,63.0,0,0,9.5875,1,S,medium,n,single,Mrs,elderly
1.0,1,0,25.0,1,0,91.0792,0,C,very_high,B,medium,Mr,adult
0.0,3,1,18.0,3,1,25.4667,0,S,medium,n,large,Miss,young
1.0,1,1,35.0,1,0,90.0,0,S,very_high,C,medium,Mrs,adult
0.0,1,0,58.0,0,0,29.7,1,C,medium,B,single,Mr,elderly
0.0,3,0,30.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,3,0,9.0,1,1,15.9,0,S,medium,n,medium,Master,baby
0.0,3,0,23.0,1,0,19.9667,0,S,medium,n,medium,Mr,adult
0.0,3,0,21.0,0,0,7.25,1,S,cheap,n,single,Mr,adult
0.0,1,0,55.0,0,0,30.5,1,S,medium,C,single,Mr,elderly
0.0,1,0,71.0,0,0,49.5042,1,C,high,n,single,Mr,elderly
0.0,3,0,21.0,0,0,8.05,1,S,medium,n,single,Mr,adult
0.0,3,0,23.0,0,0,14.4583,1,C,medium,n,single,Mr,adult
1.0,1,1,54.0,1,0,78.2667,0,C,very_high,D,medium,Miss,elderly
0.0,3,0,27.0,0,0,15.1,1,S,medium,n,single,Mr,adult
0.0,1,1,25.0,1,2,151.55,0,S,very_high,C,large,Mrs,adult
0.0,3,0,24.0,0,0,7.7958,1,S,cheap,n,single,Mr,adult
0.0,3,0,17.0,0,0,8.6625,1,S,medium,n,single,Mr,young
0.0,3,1,21.0,0,0,7.75,1,Q,cheap,n,single,Miss,adult
0.0,3,1,24.0,0,0,7.6292,1,Q,cheap,n,single,Miss,adult
0.0,3,1,37.0,0,0,9.5875,1,S,medium,n,single,Miss,adult
1.0,1,1,16.0,0,0,86.5,1,S,very_high,B,single,Miss,young
0.0,1,0,18.0,1,0,108.9,0,C,very_high,C,medium,Mr,young
1.0,2,1,33.0,0,2,26.0,0,S,medium,n,medium,Mrs,adult
1.0,1,0,46.0,0,0,26.55,1,S,medium,n,single,Mr,adult
0.0,3,0,28.0,0,0,22.525,1,S,medium,n,single,Mr,adult
1.0,3,0,26.0,0,0,56.4958,1,S,high,n,single,Mr,adult
1.0,3,0,29.0,0,0,7.75,1,Q,cheap,n,single,Mr,adult
0.0,3,0,27.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,1,0,36.0,0,0,26.2875,1,S,medium,E,single,Mr,adult
1.0,1,1,54.0,1,0,59.4,0,C,high,n,medium,Mrs,elderly
0.0,3,0,24.0,0,0,7.4958,1,S,cheap,n,single,Mr,adult
0.0,1,0,47.0,0,0,34.0208,1,S,high,D,single,Mr,adult
1.0,2,1,34.0,0,0,10.5,1,S,medium,F,single,Mrs,adult
0.0,3,0,30.0,0,0,24.15,1,Q,medium,n,single,Mr,adult
1.0,2,1,36.0,1,0,26.0,0,S,medium,n,medium,Mrs,adult
0.0,3,0,32.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
1.0,1,1,30.0,0,0,93.5,1,S,very_high,B,single,Miss,adult
0.0,3,0,22.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
0.0,3,0,27.0,0,0,7.225,1,C,cheap,n,single,Mr,adult
1.0,1,1,44.0,0,1,57.9792,0,C,high,B,medium,Mrs,adult
0.0,3,0,27.0,0,0,7.2292,1,C,cheap,n,single,Mr,adult
0.0,3,0,40.0,0,0,7.75,1,Q,cheap,n,single,Mr,adult
1.0,2,1,50.0,0,0,10.5,1,S,medium,n,single,Miss,adult
0.0,1,0,23.0,0,0,221.7792,1,S,very_high,C,single,Mr,adult
0.0,3,0,39.0,0,0,7.925,1,S,cheap,n,single,Mr,adult
0.0,2,0,23.0,2,1,11.5,0,S,medium,n,large,Mr,adult
1.0,2,1,2.0,1,1,26.0,0,S,medium,n,medium,Miss,baby
0.0,3,0,27.0,0,0,7.2292,1,C,cheap,n,single,Mr,adult
0.0,3,0,17.0,1,1,7.2292,0,C,cheap,n,medium,Mr,young
1.0,3,1,16.0,0,2,22.3583,0,C,medium,n,medium,Mrs,young
0.0,3,1,30.0,0,0,8.6625,1,S,medium,n,single,Miss,adult
1.0,2,1,7.0,0,2,26.25,0,S,medium,n,medium,Miss,baby
0.0,1,0,45.0,0,0,26.55,1,S,medium,B,single,Major,adult
1.0,1,1,30.0,0,0,106.425,1,C,very_high,n,single,Miss,adult
0.0,3,0,27.0,0,0,14.5,1,S,medium,n,single,Mr,adult
1.0,1,1,22.0,0,2,49.5,0,C,high,B,medium,Miss,adult
1.0,1,1,36.0,0,2,71.0,0,S,very_high,B,medium,Miss,adult
0.0,3,1,9.0,4,2,31.275,0,S,high,n,large,Miss,baby
0.0,3,1,11.0,4,2,31.275,0,S,high,n,large,Miss,young
1.0,2,0,32.0,1,0,26.0,0,S,medium,n,medium,Mr,adult
0.0,1,0,50.0,1,0,106.425,0,C,very_high,C,medium,Mr,adult
0.0,1,0,64.0,0,0,26.0,1,S,medium,n,single,Mr,elderly
1.0,2,1,19.0,1,0,26.0,0,S,medium,n,medium,Mrs,young
1.0,2,0,29.0,0,0,13.8625,1,C,medium,n,single,Mr,adult
0.0,3,0,33.0,1,1,20.525,0,S,medium,n,medium,Mr,adult
1.0,2,0,8.0,1,1,36.75,0,S,high,n,medium,Master,baby
1.0,1,0,17.0,0,2,110.8833,0,C,very_high,C,medium,Mr,young
0.0,2,0,27.0,0,0,26.0,1,S,medium,n,single,Mr,adult
0.0,3,0,33.0,0,0,7.8292,1,Q,cheap,n,single,Mr,adult
1.0,3,0,22.0,0,0,7.225,1,C,cheap,n,single,Mr,adult
1.0,3,1,22.0,0,0,7.775,1,S,cheap,n,single,Miss,adult
0.0,1,0,62.0,0,0,26.55,1,S,medium,n,single,Mr,elderly
1.0,1,1,48.0,1,0,39.6,0,C,high,A,medium,Other_t,adult
0.0,1,0,35.0,0,0,227.525,1,C,very_high,n,single,Mr,adult
1.0,1,1,39.0,1,1,79.65,0,S,very_high,E,medium,Mrs,adult
1.0,3,1,36.0,1,0,17.4,0,S,medium,n,medium,Mrs,adult
0.0,3,0,33.0,0,0,7.75,1,Q,cheap,n,single,Mr,adult
0.0,3,0,40.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
0.0,2,0,28.0,0,0,13.5,1,S,medium,n,single,Mr,adult
0.0,3,0,27.0,0,0,8.05,1,S,medium,n,single,Mr,adult
0.0,3,1,26.0,0,0,8.05,1,S,medium,n,single,Miss,adult
0.0,3,0,24.0,2,0,24.15,0,S,medium,n,medium,Mr,adult
0.0,3,0,19.0,0,0,7.8958,1,S,cheap,n,single,Mr,young
0.0,3,1,29.0,0,4,21.075,0,S,medium,n,large,Mrs,adult
0.0,3,0,27.0,0,0,7.2292,1,C,cheap,n,single,Mr,adult
1.0,3,0,32.0,0,0,7.8542,1,S,cheap,n,single,Mr,adult
1.0,2,0,62.0,0,0,10.5,1,S,medium,n,single,Mr,elderly
1.0,1,1,53.0,2,0,51.4792,0,S,high,C,medium,Mrs,elderly
1.0,1,0,36.0,0,0,26.3875,1,S,medium,E,single,Mr,adult
1.0,3,1,24.0,0,0,7.75,1,Q,cheap,n,single,Miss,adult
0.0,3,0,16.0,0,0,8.05,1,S,medium,n,single,Mr,young
0.0,3,0,19.0,0,0,14.5,1,S,medium,n,single,Mr,young
1.0,2,1,34.0,0,0,13.0,1,S,medium,n,single,Miss,adult
1.0,1,1,39.0,1,0,55.9,0,S,high,E,medium,Mrs,adult
0.0,3,1,16.0,1,0,14.4583,0,C,medium,n,medium,Mrs,young
1.0,3,0,32.0,0,0,7.925,1,S,cheap,n,single,Mr,adult
1.0,2,1,25.0,1,1,30.0,0,S,medium,n,medium,Miss,adult
1.0,1,1,39.0,1,1,110.8833,0,C,very_high,C,medium,Mrs,adult
0.0,2,0,54.0,0,0,26.0,1,S,medium,n,single,Mr,elderly
0.0,1,0,36.0,0,0,40.125,1,C,high,A,single,Mr,adult
0.0,3,0,23.0,0,0,8.7125,1,C,medium,n,single,Mr,adult
1.0,1,1,18.0,0,2,79.65,0,S,very_high,E,medium,Miss,young
0.0,2,0,47.0,0,0,15.0,1,S,medium,n,single,Mr,adult
1.0,1,0,60.0,1,1,79.2,0,C,very_high,B,medium,Mr,elderly
0.0,3,0,22.0,0,0,8.05,1,S,medium,n,single,Mr,adult
0.0,3,0,27.0,0,0,8.05,1,S,medium,n,single,Mr,adult
0.0,3,0,35.0,0,0,7.125,1,S,cheap,n,single,Mr,adult
1.0,1,1,52.0,1,0,78.2667,0,C,very_high,D,medium,Mrs,elderly
0.0,3,0,47.0,0,0,7.25,1,S,cheap,n,single,Mr,adult
0.0,3,1,30.0,0,2,7.75,0,Q,cheap,n,medium,Miss,adult
0.0,2,0,37.0,1,0,26.0,0,S,medium,n,medium,Mr,adult
0.0,3,0,36.0,1,1,24.15,0,S,medium,n,medium,Mr,adult
1.0,2,1,20.0,0,0,33.0,1,S,high,n,single,Miss,young
0.0,3,0,49.0,0,0,0.0,1,S,cheap,n,single,Mr,adult
0.0,3,0,27.0,0,0,7.225,1,C,cheap,n,single,Mr,adult
1.0,1,0,49.0,1,0,56.9292,0,C,high,A,medium,Other_t,adult
1.0,2,1,24.0,2,1,27.0,0,S,medium,n,large,Mrs,adult
0.0,3,0,29.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
0.0,1,0,43.0,0,0,42.4,1,S,high,n,single,Mr,adult
0.0,3,0,44.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,1,0,35.0,0,0,26.55,1,C,medium,n,single,Mr,adult
0.0,3,0,36.0,1,0,15.55,0,S,medium,n,medium,Mr,adult
0.0,3,0,30.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
1.0,1,0,27.0,0,0,30.5,1,S,medium,n,single,Mr,adult
1.0,2,1,22.0,1,2,41.5792,0,C,high,n,large,Mrs,adult
1.0,1,1,40.0,0,0,153.4625,1,S,very_high,C,single,Miss,adult
0.0,3,1,39.0,1,5,31.275,0,S,high,n,large,Mrs,adult
0.0,3,0,29.0,0,0,7.05,1,S,cheap,n,single,Mr,adult
1.0,3,1,32.0,1,0,15.5,0,Q,medium,n,medium,Miss,adult
0.0,3,0,33.0,0,0,7.75,1,Q,cheap,n,single,Mr,adult
0.0,3,0,35.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,2,1,24.0,1,2,65.0,0,S,high,n,large,Miss,adult
0.0,3,0,34.0,1,1,14.4,0,S,medium,n,medium,Mr,adult
0.0,3,1,26.0,1,0,16.1,0,S,medium,n,medium,Mrs,adult
1.0,2,1,4.0,2,1,39.0,0,S,high,F,large,Miss,baby
0.0,2,0,26.0,0,0,10.5,1,S,medium,n,single,Mr,adult
0.0,3,0,27.0,1,0,14.4542,0,C,medium,n,medium,Mr,adult
1.0,1,0,42.0,1,0,52.5542,0,S,high,D,medium,Mr,adult
1.0,3,0,20.0,1,1,15.7417,0,C,medium,n,medium,Mr,young
0.0,3,0,21.0,0,0,7.8542,1,S,cheap,n,single,Mr,adult
0.0,3,0,21.0,0,0,16.1,1,S,medium,n,single,Mr,adult
0.0,1,0,61.0,0,0,32.3208,1,S,high,D,single,Mr,elderly
0.0,2,0,57.0,0,0,12.35,1,Q,medium,n,single,Rev,elderly
1.0,1,1,21.0,0,0,77.9583,1,S,very_high,D,single,Miss,adult
0.0,3,0,26.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
0.0,3,0,33.0,0,0,7.7333,1,Q,cheap,n,single,Mr,adult
1.0,1,0,80.0,0,0,30.0,1,S,medium,A,single,Mr,elderly
0.0,3,0,51.0,0,0,7.0542,1,S,cheap,n,single,Mr,elderly
1.0,1,0,32.0,0,0,30.5,1,C,medium,B,single,Dr,adult
0.0,1,0,40.0,0,0,0.0,1,S,cheap,n,single,Mr,adult
0.0,3,1,9.0,3,2,27.9,0,S,medium,n,large,Miss,baby
1.0,2,1,28.0,0,0,13.0,1,S,medium,n,single,Miss,adult
0.0,3,0,32.0,0,0,7.925,1,S,cheap,n,single,Mr,adult
0.0,2,0,31.0,1,1,26.25,0,S,medium,n,medium,Mr,adult
0.0,3,1,41.0,0,5,39.6875,0,S,high,n,large,Mrs,adult
0.0,3,0,23.0,1,0,16.1,0,S,medium,n,medium,Mr,adult
0.0,3,0,20.0,0,0,7.8542,1,S,cheap,n,single,Mr,young
1.0,1,1,24.0,0,0,69.3,1,C,high,B,single,Miss,adult
0.0,3,1,2.0,3,2,27.9,0,S,medium,n,large,Miss,baby
1.0,3,0,30.0,0,0,56.4958,1,S,high,n,single,Mr,adult
1.0,3,1,1.0,2,1,19.2583,0,C,medium,n,large,Miss,baby
1.0,1,0,48.0,1,0,76.7292,0,C,very_high,D,medium,Mr,adult
0.0,3,0,19.0,0,0,7.8958,1,S,cheap,n,single,Mr,young
1.0,1,0,56.0,0,0,35.5,1,C,high,A,single,Col,elderly
0.0,3,0,29.0,0,0,7.55,1,S,cheap,n,single,Mr,adult
1.0,3,1,23.0,0,0,7.55,1,S,cheap,n,single,Miss,adult
0.0,3,0,29.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
1.0,2,1,18.0,0,1,23.0,0,S,medium,n,medium,Miss,young
0.0,3,0,21.0,0,0,8.4333,1,S,medium,n,single,Mr,adult
1.0,3,1,24.0,0,0,7.8292,1,Q,cheap,n,single,Miss,adult
0.0,3,1,18.0,0,0,6.75,1,Q,cheap,n,single,Miss,young
0.0,2,0,24.0,2,0,73.5,0,S,very_high,n,medium,Mr,adult
0.0,3,0,29.0,0,0,7.8958,1,S,cheap,n,single,Mr,adult
0.0,3,1,32.0,1,1,15.5,0,Q,medium,n,medium,Mrs,adult
0.0,2,0,23.0,0,0,13.0,1,S,medium,n,single,Mr,adult
0.0,1,0,58.0,0,2,113.275,0,C,very_high,D,medium,Mr,elderly
1.0,1,0,50.0,2,0,133.65,0,S,very_high,n,medium,Dr,adult
0.0,3,0,40.0,0,0,7.225,1,C,cheap,n,single,Mr,adult
0.0,1,0,47.0,0,0,25.5875,1,S,medium,E,single,Mr,adult
0.0,3,0,36.0,0,0,7.4958,1,S,cheap,n,single,Mr,adult
1.0,3,0,20.0,1,0,7.925,0,S,cheap,n,medium,Mr,young
0.0,2,0,32.0,2,0,73.5,0,S,very_high,n,medium,Mr,adult
0.0,2,0,25.0,0,0,13.0,1,S,medium,n,single,Mr,adult
0.0,3,0,29.0,0,0,7.775,1,S,cheap,n,single,Mr,adult
0.0,3,0,43.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,1,1,35.0,1,0,52.0,0,S,high,C,medium,Mrs,adult
1.0,2,1,40.0,1,1,39.0,0,S,high,n,medium,Mrs,adult
0.0,1,0,31.0,1,0,52.0,0,S,high,B,medium,Mr,adult
0.0,2,0,70.0,0,0,10.5,1,S,medium,n,single,Mr,elderly
1.0,2,0,31.0,0,0,13.0,1,S,medium,n,single,Mr,adult
0.0,2,0,30.0,0,0,0.0,1,S,cheap,n,single,Mr,adult
0.0,3,0,18.0,0,0,7.775,1,S,cheap,n,single,Mr,young
0.0,3,0,24.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,3,1,18.0,0,0,9.8417,1,S,medium,n,single,Miss,young
0.0,3,1,43.0,1,6,46.9,0,S,high,n,large,Mrs,adult
1.0,1,0,36.0,0,1,512.3292,0,C,very_high,B,medium,Mr,adult
0.0,3,1,15.0,0,0,8.1375,1,Q,medium,n,single,Miss,young
1.0,1,0,27.0,0,0,76.7292,1,C,very_high,D,single,Mr,adult
0.0,3,0,20.0,0,0,9.225,1,S,medium,n,single,Mr,young
0.0,3,0,14.0,5,2,46.9,0,S,high,n,large,Mr,young
0.0,2,0,60.0,1,1,39.0,0,S,high,n,medium,Mr,elderly
0.0,2,0,25.0,1,2,41.5792,0,C,high,n,large,Mr,adult
0.0,3,0,14.0,4,1,39.6875,0,S,high,n,large,Mr,young
0.0,3,0,19.0,0,0,10.1708,1,S,medium,n,single,Mr,young
0.0,3,0,18.0,0,0,7.7958,1,S,cheap,n,single,Mr,young
1.0,1,1,15.0,0,1,211.3375,0,S,very_high,B,medium,Miss,young
1.0,1,0,31.0,1,0,57.0,0,S,high,B,medium,Mr,adult
1.0,3,1,4.0,0,1,13.4167,0,C,medium,n,medium,Miss,baby
1.0,3,0,30.0,0,0,56.4958,1,S,high,n,single,Mr,adult
0.0,3,0,25.0,0,0,7.225,1,C,cheap,n,single,Mr,adult
0.0,1,0,60.0,0,0,26.55,1,S,medium,n,single,Col,elderly
0.0,2,0,52.0,0,0,13.5,1,S,medium,n,single,Mr,elderly
0.0,3,0,44.0,0,0,8.05,1,S,medium,n,single,Mr,adult
1.0,3,1,24.0,0,0,7.7333,1,Q,cheap,n,single,Miss,adult
0.0,1,0,49.0,1,1,110.8833,0,C,very_high,C,medium,Mr,adult
0.0,3,0,42.0,0,0,7.65,1,S,cheap,F,single,Mr,adult
1.0,1,1,18.0,1,0,227.525,0,C,very_high,C,medium,Mrs,young
1.0,1,0,35.0,0,0,26.2875,1,S,medium,E,single,Mr,adult
0.0,3,1,18.0,0,1,14.4542,0,C,medium,n,medium,Miss,young
0.0,3,0,25.0,0,0,7.7417,1,Q,cheap,n,single,Mr,adult
0.0,3,0,26.0,1,0,7.8542,0,S,cheap,n,medium,Mr,adult
0.0,2,0,39.0,0,0,26.0,1,S,medium,n,single,Mr,adult
1.0,2,1,45.0,0,0,13.5,1,S,medium,n,single,Mrs,adult
1.0,1,0,42.0,0,0,26.2875,1,S,medium,E,single,Mr,adult
1.0,1,1,22.0,0,0,151.55,1,S,very_high,n,single,Miss,adult
1.0,3,0,17.0,1,1,15.2458,0,C,medium,n,medium,Master,young
1.0,1,1,24.0,0,0,49.5042,1,C,high,C,single,Miss,adult
